"ID","AIC","BIC","T0","Tm","a","b"
581,-41.42709,-39.48746,-250.6914,12.5061,0.004291978,-0.3212661
582,-23.50135,-21.56172,1.68872,88.9414,100.932,9.223675e-06
583,-118.8003,-116.8607,1.594425,28.39001,0.009632503,7.477794
583,-118.8003,-116.8607,1.594425,28.34874,0.009632504,8.376361
583,-118.8003,-116.8607,1.594425,28.39092,0.009632503,7.46021
583,-118.8003,-116.8607,1.594425,28.37196,0.009632503,7.845489
583,-118.8003,-116.8607,1.594425,28.39596,0.009632503,7.364008
583,-118.8003,-116.8607,1.594425,28.39542,0.009632503,7.374254
583,-118.8003,-116.8607,1.594425,28.38205,0.009632503,7.635887
583,-118.8003,-116.8607,1.594425,28.37,0.009632503,7.8875
583,-118.8003,-116.8607,1.594425,28.34927,0.009632503,8.363706
583,-118.8003,-116.8607,1.594425,28.36109,0.009632503,8.085046
583,-118.8003,-116.8607,1.594425,28.34846,0.009632504,8.383526
583,-118.8003,-116.8607,1.594425,28.3608,0.009632503,8.0917
583,-118.8003,-116.8607,1.594425,28.34832,0.009632503,8.386802
583,-118.8003,-116.8607,1.594425,28.37308,0.009632503,7.822152
583,-118.8003,-116.8607,1.594425,28.34831,0.009632504,8.387053
584,-121.1529,-119.2132,-22.75022,29.76268,0.006808885,0.06920211
584,-121.1528,-119.2132,-22.74984,29.76269,0.006809009,0.06920112
584,-121.1529,-119.2132,-22.74963,29.76266,0.006808994,0.06920195
585,-106.8936,-105.302,-5.371793,74.03779,-3.599859e-05,-0.09691716
586,-35.58757,-37.14982,-7.604598,36.34979,266.0465,2.833862e-06
590,-17.39861,-17.61497,-4.603447,35.77719,0.05895475,0.09833795
591,-22.51503,-22.19727,-5.384211,35.22281,0.07066027,0.04398885
591,-22.51504,-22.19727,-5.384215,35.22281,0.07066019,0.04398891
592,-114.2769,-108.8077,-7.394036,35.19098,0.04982869,0.1366859
592,-114.2769,-108.8077,-7.39403,35.19098,0.04982871,0.1366858
593,-27.33058,-27.54694,-9.816144,35.86214,0.03754969,0.1624686
594,-37.08746,-37.30382,-4.663426,37.62114,0.03292745,0.3643095
595,11.78895,12.10671,-5.221089,35.5703,0.1952774,0.04619528
596,13.38404,18.98883,-6.744495,35.6773,0.1258046,0.1103052
597,-4.752753,-4.969113,-9.314748,36.06462,0.08450539,0.1575508
597,-4.752754,-4.969113,-9.314733,36.06462,0.08450546,0.1575506
598,-18.98869,-19.20505,-4.576529,37.35529,0.06455485,0.4028377
601,-79.68489,-76.1234,0.1748324,58.14726,0.1578573,0.01761603
602,-85.23258,-81.6711,-0.4738626,55.48692,0.1332546,0.02253653
603,-108.8554,-105.0777,-3.708255,56.39942,0.04940997,0.1090327
603,-108.8554,-105.0777,-3.708258,56.39942,0.04940996,0.1090328
603,-108.8554,-105.0777,-3.708253,56.39942,0.04940998,0.1090327
603,-108.8554,-105.0777,-3.70826,56.39941,0.04940996,0.1090328
603,-108.8554,-105.0777,-3.708257,56.39942,0.04940996,0.1090327
603,-108.8554,-105.0777,-3.708257,56.39942,0.04940996,0.1090328
603,-108.8554,-105.0777,-3.708258,56.39941,0.04940996,0.1090328
604,-148.9566,-145.3951,-3.142975,50.1753,0.03086149,0.2399658
605,-149.1324,-145.3546,-28.36372,-28.2026,1.56015,-0.0001062892
606,-136.1135,-132.3358,-35.49947,-35.47869,-28.39002,4.90307e-06
607,-143.079,-139.3012,-7.944125,4957.533,0.01233932,0.003550432
607,-143.079,-139.3012,-7.944124,1865.904,0.01233932,0.01048247
607,-143.079,-139.3012,-7.944124,266.3229,0.01233932,0.09526848
608,-161.0494,-157.2716,-5.789954,165.0995,0.0297043,0.003647713
637,-15.38883,-13.79725,-12.20589,50.74785,-12.09563,-0.0002606062
638,-15.333300343,-15.549659747,-11.121396265,50.56735989,0.210032818,0.019490656
649,-35.93101,-37.49326,-13.10684,54.63769,515.2724,2.747525e-06
651,-36.21269,-37.77493,0.6301954,62.82056,1333.074,1.20607e-06
652,-37.74012,-37.42235,-60.8149,51.30979,0.01810306,0.1272139
652,-37.74012,-37.42235,-60.81497,51.30979,0.01810304,0.127214
652,-37.74012,-37.42235,-60.81488,51.30979,0.01810306,0.1272139
652,-37.74012,-37.42235,-60.81491,51.30979,0.01810306,0.1272139
652,-37.74012,-37.42235,-60.81493,51.30979,0.01810305,0.1272139
652,-37.74012,-37.42235,-60.81496,51.30979,0.01810304,0.127214
652,-37.74012,-37.42235,-60.81492,51.30979,0.01810305,0.1272139
652,-37.74012,-37.42235,-60.81491,51.30979,0.01810305,0.1272139
652,-37.74012,-37.42235,-60.81486,51.30979,0.01810307,0.1272139
652,-37.74012,-37.42235,-60.81487,51.30979,0.01810306,0.1272139
652,-37.74012,-37.42235,-60.81475,51.30979,0.01810309,0.1272138
652,-37.74012,-37.42235,-60.8147,51.30979,0.0181031,0.1272137
653,-49.53493,-46.70273,-11.80821,51.08022,0.04133445,0.1239551
654,-95.05165,-90.17615,-10.65067,57.50415,0.03791931,0.08945351
654,-95.05165,-90.17615,-10.6506,57.50415,0.0379194,0.08945322
654,-95.05165,-90.17615,-10.65059,57.50416,0.03791942,0.08945317
654,-95.05165,-90.17615,-10.65059,57.50416,0.03791942,0.08945316
655,-63.1502,-62.36131,-3.849767,211.5627,0.01858544,0.1234272
655,-63.1502,-62.36131,-3.849763,205.0803,0.01858544,0.1343786
655,-63.1502,-62.36131,-3.849763,204.868,0.01858544,0.135473
656,-49.98826,-49.67049,-10.67132,4706.847,0.01451362,0.004155377
656,-49.98826,-49.67049,-10.67132,1624.717,0.01451362,0.0121808
656,-49.98826,-49.67049,-10.67132,548.5474,0.01451362,0.03715106
656,-49.98826,-49.67049,-10.67132,196.4257,0.01451362,0.1426406
656,-49.98826,-49.67049,-10.67132,587.3293,0.01451362,0.03525081
656,-49.98826,-49.67049,-10.67132,468.1152,0.01451362,0.04302946
657,-53.97869,-53.66092,0.603927,375.877,0.03151933,0.003452617
658,-25.20205,-22.36985,-7.362523,56.60005,0.08151881,0.05202966
658,-25.20205,-22.36985,-7.362559,56.60005,0.08151864,0.05202978
658,-25.20205,-22.36985,-7.362531,56.60005,0.08151877,0.05202969
658,-25.20205,-22.36985,-7.362538,56.60005,0.08151874,0.05202971
658,-25.20205,-22.36985,-7.362542,56.60005,0.08151872,0.05202972
658,-25.20205,-22.36985,-7.362508,56.60005,0.08151888,0.05202961
659,-47.14251,-44.31031,-5.323738,56.32475,0.06486256,0.1073537
659,-47.14251,-44.31031,-5.32371,56.32476,0.06486264,0.1073534
659,-47.14251,-44.31031,-5.323729,56.32476,0.06486259,0.1073536
659,-47.14251,-44.31031,-5.323715,56.32476,0.06486263,0.1073535
659,-47.14251,-44.31031,-5.323723,56.32476,0.06486261,0.1073535
659,-47.14251,-44.31031,-5.323722,56.32476,0.06486261,0.1073535
659,-47.14251,-44.31031,-5.323726,56.32476,0.0648626,0.1073535
663,-23.44779,-23.13003,-41.36421,45.24751,0.02921157,0.253085
663,-23.44779,-23.13003,-41.3642,45.24751,0.02921157,0.253085
663,-23.44779,-23.13003,-41.36418,45.24751,0.02921158,0.2530849
663,-23.44779,-23.13003,-41.36415,45.24751,0.0292116,0.2530848
663,-23.44779,-23.13003,-41.36416,45.24751,0.02921159,0.2530849
663,-23.44779,-23.13003,-41.36417,45.24751,0.02921159,0.2530849
663,-23.44779,-23.13003,-41.36419,45.24751,0.02921158,0.2530849
664,-15.39723,-16.95948,8.159212,51.4704,2018.2,2.127478e-06
667,-27.82264,-27.50487,-41.44366,49.47472,0.03165783,0.07691155
668,-18.81059,-20.37284,0.4932971,56.1546,-108.3342,-2.220426e-05
669,-16.66283,-12.88508,7.638323,53.98273,0.9248607,0.004233943
670,28.34666,31.67952,4.916374,44.92558,-355.4016,-1.882794e-05
671,21.69355,21.47719,-16.91788,46.37414,0.2342967,0.156006
672,25.37646,26.5868,-12.17447,52.13355,0.2334726,0.1444217
672,25.37646,26.5868,-12.17443,52.13356,0.233473,0.1444212
672,25.37646,26.5868,-12.17439,52.13358,0.2334733,0.1444207
672,25.37646,26.5868,-12.17445,52.13356,0.2334728,0.1444214
672,25.37646,26.5868,-12.17446,52.13355,0.2334727,0.1444215
672,25.37646,26.5868,-12.17441,52.13357,0.2334731,0.144421
673,8.98866092,8.77230151,-23.46876975,60.8463562,0.229683,0.01592895
674,5.394483,5.178124,-9.531032,64.3762,1953.948,1.988633e-06
675,18.29927,18.08291,-0.7072352,58.71917,2525.47,2.522872e-06
676,7.413335,5.851087,1.819112,57.97844,7033.466,1.020087e-06
677,16.61797,16.40161,-9.85522,62.79387,2194.231,2.057954e-06
678,20.64763,20.43127,-3.206252,56.89881,11732.07,6.201298e-07
679,26.91589,26.69953,1.739321,59.46666,-159.2778,-5.097609e-05
680,11.19809,9.635844,2.588318,63.86046,-776.9958,-9.287436e-06
681,-28.38426,-26.44463,-2.867026,58.12433,2718.385,1.082906e-06
682,-49.30034,-47.70876,5.947388,55.72416,0.1391646,0.03300312
682,-49.30034,-47.70876,5.94739,55.72416,0.1391647,0.0330031
683,-30.11035065,-31.672599,2.94813164,54.71507645,0.0777361,0.05915863
685,-37.94217543,-39.50442378,6.69432028,54.95760264,0.12201364,0.03454846
687,-22.04537,-23.60762,-283.9642,9.18565,0.007854577,-0.1041639
688,-25.76983,-27.33208,-15.01044,52.85892,0.04953762,0.1033466
689,93.8349,94.62379,-8.983912,43.23259,2.162015,0.1153133
690,67.68971,68.00748,-3.380744,39.74993,10786.96,1.018366e-05
691,12.96832,12.75196,-6.473761,43.00868,0.5781499,0.04378031
691,12.96832,12.75196,-6.473758,43.00868,0.5781503,0.04378027
691,12.96832,12.75196,-6.473759,43.00868,0.5781502,0.04378029
691,12.96832,12.75196,-6.473758,43.00868,0.5781503,0.04378028
692,31.3302267504,31.1138673467,-8.091801488,40.2681962873,0.741744762,0.0323068067
693,30.35419,30.13783,-22.78973,56.45486,22.29356,0.0002811615
694,27.84084,27.62448,-18.4833,52.40919,-69.43305,-0.0001107969
695,-11.18627,-10.39737,0.5953237,47.04112,688.1053,6.655386e-06
695,-11.18627,-10.39737,0.59533,47.04109,675.3513,6.781097e-06
696,63.82055,64.60945,1.269919,52.0502,0.4992759,0.3153948
697,60.8204,62.03074,10.03813,53.92038,0.4967602,0.2060702
698,46.10013,46.4179,-7.109215,56.47324,0.7698215,0.04570797
699,58.06162,58.37939,6.044975,55.60582,4.585115,0.00845594
700,0.3133997,-1.248849,-14.74054,54.15431,-18.91558,-0.0001639206
702,5.001732,3.439483,-1.30791,50.1237,-291.7648,-1.836098e-05
703,-10.48802,-12.05027,-8.086651,58.99592,961.4319,4.674867e-06
704,-1.332372,-2.89462,-3.504916,57.17152,-153.2335,-3.257734e-05
705,-1.566381,-3.128629,-2.705505,63.38756,1668.297,2.54184e-06
706,12.83695005,11.2747017,-5.41126995,54.06064404,0.40922425,0.02480319
707,-0.9354475,-2.49769585,-5.91962562,47.93346472,0.1987172,0.09004733
708,-10.25861,-11.82086,-4.234896,121.6642,413.7757,4.145825e-06
709,1.494889,-0.0673597,-20.71444,56.3919,4333.017,5.947165e-07
711,0.15282,-1.409428,-3.608071,50.48658,2225.756,2.195482e-06
713,4.114639,2.55239,-4.934047,66.78916,10405.71,3.538046e-07
714,11.00876,9.446515,-3.090523,61.82933,-251.8326,-1.713282e-05
715,13.09759,11.53534,-5.999918,63.42528,-87.24165,-6.383244e-05
716,2.9329,1.370652,-16.42681,35.10869,0.1297789,2.353441
717,8.70760255,7.1453542,-7.86166893,56.31437335,0.18191407,0.05787147
718,3.91975662,2.35750827,-6.97533656,76.69075396,-0.01271698,-0.03696952
719,-3.502606,-5.064854,-15.76515,57.77955,-5.02212,-0.0004494382
720,-2.62354,-4.185789,-12.68939,48.02843,3.646019,0.0007697794
722,-0.7788191,-2.341067,-9.095702,61.39299,-193.1625,-1.62685e-05
723,2.44863928,0.88639093,-3.84391308,67.1089339,-0.02909484,-0.03552679
725,2.17188479,0.60963644,-9.03790316,54.4831056,0.25301733,0.0282304
726,9.652666,8.090417,-7.545322,52.60631,-30.98828,-0.0001237882
727,-10.300135446,-11.862383796,-21.001738772,41.497475887,0.181192206,0.140093158
728,0.37922081,-1.18302754,-4.23963878,42.27563472,0.42031652,0.06340787
729,-41.38526,-42.94751,-13.44489,43.21186,0.2051208,0.0981587
729,-41.38526,-42.94751,-13.44489,43.21186,0.2051207,0.0981587
730,6.88710505,5.3248567,-1.98841732,47.31266665,0.45801799,0.04269164
731,0.003152936,-1.559095,4.833724,47.12036,4154.922,4.080371e-06
732,-15.215280782,-16.777529132,0.162498653,43.08523034,0.25672826,0.112642875
733,-1.68221187,-3.24446022,-6.24548037,40.82496747,0.22214866,0.12099262
735,1.301292,-0.260956,0.1442923,60.14441,2791.394,2.707842e-06
736,-11.468252223,-13.030500573,-10.958630269,38.562950031,0.173794046,0.336891873
737,-6.53882445,-8.1010728,0.48359771,45.33913039,0.32198978,0.08006876
738,-11.28911,-12.85136,-7.092978,49.44006,0.2840909,0.04050116
738,-11.28911,-12.85136,-7.092975,49.44006,0.284091,0.04050114
739,-6.872811859,-8.435060209,1.617801182,43.110758536,0.378335713,0.099100725
740,0.33995816,-1.22229019,-2.65360153,44.45508023,0.22023823,0.14229508
741,-3.4888773,-5.05112565,-0.34975251,43.48420057,0.24301074,0.15178168
742,2.88655969,1.32431134,2.34117762,54.60249953,0.49523157,0.02700141
743,35.4796,36.68994,-3.858971,58.05883,-27.21743,-0.0002952519
744,49.44518,52.27738,-66.00999,31.2753,0.054374,0.4231286
745,54.20609249,57.29644738,-89.75263468,-5.29590841,0.06427705,-0.10079556
746,21.8629,24.6951,-6.948756,55.01228,7090.462,8.31379e-07
755,2.869831,2.653472,-15.93913,52.27051,0.1033215,0.104909
758,-2.151742513,-2.368101917,-7.964159947,54.519671763,0.189171538,0.050966949
760,1.456249,1.239889,-24.65869,38.75218,0.1569817,0.0524371
760,1.456248,1.239889,-24.65869,38.75218,0.1569817,0.05243712
762,-11.59011206,-13.15236041,-21.65900162,39.6094778,0.09795749,0.14305341
763,-15.05654,-14.73877,-10.52927,56.27839,-0.1174623,-0.02272457
765,-5.149973,-6.712221,-6.589402,54.04874,2060.962,2.035981e-06
766,3.761335,3.544976,-4.44681,30.20543,1.690941,0.007359345
768,2.263453,2.047094,-16.95099,69.91757,11439.26,2.057461e-07
769,-6.59192168,-8.15417003,-54.56678666,37.7038618,0.06192913,0.18459097
770,9.658635094,9.44227569,-9.673974661,40.688082931,0.299426138,0.029779232
773,-7.786623,-9.348872,-68.37887,30.76487,0.04490913,3.237963
773,-7.786624,-9.348872,-68.37887,30.74991,0.04490913,3.302537
778,12.11274,12.43051,-7.729483,50.73053,17.69137,0.0003102385
779,13.5479709099,13.8657370766,-7.6764581894,51.6445098749,0.1782419957,0.0631515005
780,-7.8137902326,-7.4960240658,-7.6586212743,59.6442302086,0.1630318186,0.0364696613
781,-3.742297,-3.424531,-12.81387,52.035,0.1218103,0.0637388
782,-1.175115,0.0352252,-14.99124,50.71054,0.09503154,0.05419439
783,7.130784,8.341124,-0.9864708,56.06685,0.5697636,0.01090073
783,7.130784,8.341124,-0.986521,56.0668,0.5697489,0.01090105
783,7.130784,8.341124,-0.9864418,56.06687,0.5697716,0.01090055
784,-7.146807,-6.829041,-5.925542,56.17082,5.407802,0.0006545273
785,-23.29998,-21.36035,1.278587,55.38593,-101.7759,-5.283596e-05
786,-4.71154,-3.119959,-6.150972,55.57566,-7.629265,-0.000421384
787,-8.03787,-6.827529,-0.6528465,56.64348,6370.567,8.363876e-07
788,-4.706592,-3.917694,-11.43429,63.41543,-158.0411,-1.595892e-05
793,-2.521887,-2.738247,-8.03492,47.24367,-353.6591,-1.09911e-05
794,-11.83295,-12.04931,-7.987198,47.96529,2284.561,2.115473e-06
795,-9.38377542,-9.600134823,-6.526320685,49.337453177,1.606255147,0.003195529
796,-2.199831,-0.989491,-3.189582,78.55413,-552.0366,-6.062802e-06
797,-4.381308,-2.441682,-7.684333,52.23057,0.168673,0.09698354
798,-15.75644,-14.96755,-2.383063,57.59546,0.8024405,0.007250001
799,-37.37002,-35.77844,-12.65102,5040.482,0.02841061,0.003886913
799,-37.37002,-35.77844,-12.65102,1710.976,0.02841061,0.01209552
799,-37.37002,-35.77844,-12.65102,2056.379,0.02841061,0.009995707
799,-37.37002,-35.77844,-12.65102,684.7671,0.02841061,0.03294738
799,-37.37002,-35.77844,-12.65102,507.5417,0.02841061,0.04809431
800,-33.85148,-32.2599,-6.120459,1522.702,0.04673931,0.01256135
800,-33.85148,-32.2599,-6.120459,619.8991,0.04673931,0.03573577
800,-33.85148,-32.2599,-6.120459,719.4663,0.04673931,0.02925766
801,-37.02847,-35.43689,-38.98127,-38.76949,-313.6243,1.077329e-06
802,-50.84444,-49.25286,-7.946555,41.05105,0.04206825,4.18133
802,-50.84444,-49.25286,-7.946554,40.82814,0.04206825,4.701148
802,-50.84444,-49.25286,-7.946554,40.16856,0.04206825,7.352388
802,-50.84444,-49.25286,-7.946553,40.77129,0.04206825,4.840977
802,-50.84444,-49.25286,-7.946553,40.47248,0.04206825,5.835902
803,-34.17635,-32.58477,-7.801791,1538.48,0.04427197,0.01308391
804,-7.322338,-5.730757,-21.47488,47.94392,0.1145785,0.06616123
805,-18.33022,-16.73864,-12.21212,50.10518,0.3505257,0.01655063
805,-18.33022,-16.73864,-12.21208,50.10519,0.3505283,0.01655049
805,-18.33022,-16.73864,-12.21208,50.10519,0.3505284,0.01655048
805,-18.33022,-16.73864,-12.2121,50.10519,0.350527,0.01655056
805,-18.33022,-16.73864,-12.21208,50.1052,0.3505286,0.01655047
805,-18.33022,-16.73864,-12.21209,50.10519,0.350528,0.0165505
806,-10.02782,-8.436242,-14.66737,50.51288,0.3186729,0.01645836
807,-22.20011,-20.60853,-15.44216,51.84831,0.5698124,0.007577684
808,-12.02751,-10.43593,-23.18079,46.55303,0.1433956,0.04012111
809,-9.00153,-7.409949,-32.1391,49.24181,0.08302764,0.1795047
809,-9.00153,-7.409949,-32.1392,49.24173,0.08302746,0.1795065
809,-9.00153,-7.409949,-32.13918,49.24174,0.0830275,0.1795062
810,-12.52179,-10.93021,-29.71649,45.92307,0.1036175,0.2357902
810,-12.5218,-10.93021,-29.71648,45.92308,0.1036176,0.2357899
810,-12.52179,-10.93021,-29.71649,45.92307,0.1036175,0.2357903
811,-14.89209,-13.30051,-34.66872,45.1852,0.09561269,0.2535904
812,-5.758625,-4.167044,-37.35873,46.56931,0.09113163,0.2376078
813,-4.038363,-2.446782,-34.61776,46.01,0.09628464,0.2001255
814,6.769794,10.10265,-2.521403,48.47836,9485.801,6.30098e-07
815,3.324109,6.656962,-146.7396,39.98766,0.020531,0.2404664
816,15.81834,19.15119,-4.093135,52.09495,5324.597,1.148549e-06
817,-2.712154,0.6206991,-12.68357,53.04441,0.4543489,0.01227425
818,2.052925,2.370691,-12.77861,57.58004,-19.04563,-0.0001760492
819,1.217686,2.006584,-4.992708,60.3386,4124.533,9.931899e-07
820,12.73495,13.05272,-8.445906,58.18733,-24.03102,-0.0001493848
821,6.580077,7.368976,-9.764993,64.66554,-15.39135,-0.0001829687
822,2.954537,3.272304,-8.38965,55.50667,9372.121,3.869144e-07
823,-1.452573,-1.134807,-15.52875,68.98125,-130.2471,-1.390481e-05
824,-9.725938,-9.408171,-4.260642,53.91364,-0.6335435,-0.006922794
825,-13.30124,-12.51234,-6.105623,59.9785,576.9034,5.395884e-06
826,6.807275,6.590916,-10.51965,61.93981,-14.1874,-0.0002749658
827,8.107978,8.896877,-11.12694,52.96428,0.1908322,0.04790516
827,8.107979,8.896877,-11.12694,52.96428,0.1908322,0.04790517
828,4.0040433666,4.3218095333,-9.0765756174,56.0635180219,0.6724172393,0.007601302
829,-3.05033,-2.732564,-8.019017,62.08749,-104.1329,-3.615839e-05
830,-12.17803,-12.39439,-25.05149,47.74411,0.1095619,0.07896615
831,-15.04234,-14.72457,-37.76696,51.08388,0.07339168,0.07475429
831,-15.04234,-14.72457,-37.76693,51.08389,0.07339174,0.07475419
831,-15.04234,-14.72457,-37.76694,51.08389,0.07339171,0.07475424
831,-15.04234,-14.72457,-37.76694,51.08389,0.07339172,0.07475423
831,-15.04234,-14.72457,-37.7669,51.0839,0.07339179,0.07475411
831,-15.04234,-14.72457,-37.76693,51.08389,0.07339174,0.0747542
831,-15.04234,-14.72457,-37.76693,51.08389,0.07339173,0.07475421
831,-15.04234,-14.72457,-37.76693,51.08389,0.07339173,0.07475422
831,-15.04234,-14.72457,-37.76691,51.08389,0.07339177,0.07475415
831,-15.04234,-14.72457,-37.76694,51.08389,0.07339172,0.07475422
831,-15.04234,-14.72457,-37.76692,51.08389,0.07339175,0.07475418
832,-2.0702241437,-2.2865835475,-9.8208170887,49.2604737606,0.2394359194,0.0382192573
833,-11.26045,-10.94269,-12.155,46.61546,0.1340244,0.08217118
833,-11.26045,-10.94269,-12.15501,46.61546,0.1340244,0.08217118
833,-11.26046,-10.94269,-12.15501,46.61546,0.1340244,0.08217123
833,-11.26046,-10.94269,-12.15501,46.61546,0.1340244,0.08217122
833,-11.26045,-10.94269,-12.155,46.61546,0.1340244,0.08217117
833,-11.26046,-10.94269,-12.15501,46.61546,0.1340243,0.08217123
833,-11.26045,-10.94269,-12.15501,46.61546,0.1340244,0.0821712
833,-11.26046,-10.94269,-12.15502,46.61546,0.1340243,0.08217128
