PathwayID	Naive	MinPath	TotalGene	GeneFound	Coverage	Description
map02030	1	1	26	22	0.8461538461538461	Bacterial chemotaxis
map00473	1	1	6	5	0.8333333333333334	D-Alanine metabolism
map02060	1	1	71	58	0.8169014084507042	Phosphotransferase system (PTS)
map03430	1	1	44	35	0.7954545454545454	Mismatch repair
map00290	1	1	19	15	0.7894736842105263	Valine, leucine and isoleucine biosynthesis
map00072	1	1	8	6	0.75	Synthesis and degradation of ketone bodies
map02040	1	1	55	41	0.7454545454545455	Flagellar assembly
map00550	1	1	51	38	0.7450980392156863	Peptidoglycan biosynthesis
map04112	1	1	31	23	0.7419354838709677	Cell cycle - Caulobacter
map00780	1	1	23	17	0.7391304347826086	Biotin metabolism
map04122	1	1	29	21	0.7241379310344828	Sulfur relay system
map00710	1	1	36	25	0.6944444444444444	Carbon fixation in photosynthetic organisms
map03060	1	1	39	27	0.6923076923076923	Protein export
map00250	1	1	70	48	0.6857142857142857	Alanine, aspartate and glutamate metabolism
map00020	1	1	62	42	0.6774193548387096	Citrate cycle (TCA cycle)
map00540	1	1	62	40	0.6451612903225806	Lipopolysaccharide biosynthesis
map03070	1	1	74	47	0.6351351351351351	Bacterial secretion system
map01503	1	1	54	34	0.6296296296296297	Cationic antimicrobial peptide (CAMP) resistance
map00220	1	1	59	37	0.6271186440677966	Arginine biosynthesis
map00240	1	1	102	63	0.6176470588235294	Pyrimidine metabolism
map00770	1	1	44	27	0.6136363636363636	Pantothenate and CoA biosynthesis
map00730	1	1	36	22	0.6111111111111112	Thiamine metabolism
map00030	1	1	84	51	0.6071428571428571	Pentose phosphate pathway
map00400	1	1	71	43	0.6056338028169014	Phenylalanine, tyrosine and tryptophan biosynthesis
map00620	1	1	126	75	0.5952380952380952	Pyruvate metabolism
map03010	1	1	143	85	0.5944055944055944	Ribosome
map00500	1	1	105	62	0.5904761904761905	Starch and sucrose metabolism
map00260	1	1	99	58	0.5858585858585859	Glycine, serine and threonine metabolism
map03030	1	1	60	35	0.5833333333333334	DNA replication
map00300	1	1	47	27	0.574468085106383	Lysine biosynthesis
map00010	1	1	105	60	0.5714285714285714	Glycolysis / Gluconeogenesis
map00670	1	1	37	21	0.5675675675675675	One carbon pool by folate
map00061	1	1	39	22	0.5641025641025641	Fatty acid biosynthesis
map00983	1	1	32	18	0.5625	Drug metabolism - other enzymes
map00791	1	1	16	9	0.5625	Atrazine degradation
map00051	1	1	111	62	0.5585585585585585	Fructose and mannose metabolism
map02010	1	1	512	281	0.548828125	ABC transporters
map00270	1	1	117	64	0.5470085470085471	Cysteine and methionine metabolism
map00450	1	1	33	18	0.5454545454545454	Selenocompound metabolism
map01502	1	1	22	12	0.5454545454545454	Vancomycin resistance
map00520	1	1	147	80	0.54421768707483	Amino sugar and nucleotide sugar metabolism
map00430	1	1	24	13	0.5416666666666666	Taurine and hypotaurine metabolism
map00630	1	1	100	54	0.54	Glyoxylate and dicarboxylate metabolism
map00650	1	1	99	53	0.5353535353535354	Butanoate metabolism
map00052	1	1	77	41	0.5324675324675324	Galactose metabolism
map00640	1	1	110	57	0.5181818181818182	Propanoate metabolism
map03410	1	1	43	22	0.5116279069767442	Base excision repair
map00471	1	1	10	5	0.5	D-Glutamine and D-glutamate metabolism
map00521	1	1	20	10	0.5	Streptomycin biosynthesis
map00790	1	1	82	41	0.5	Folate biosynthesis
map00230	1	1	213	106	0.49765258215962443	Purine metabolism
map00900	1	1	59	29	0.4915254237288136	Terpenoid backbone biosynthesis
